quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
258	2.0	33	33	1/2	1/2	4/2	1	1	VI6	a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
260	2.0	33	33	1	1	4/2	1	1	I6	a	i		I6	I		6					M	1	1	4, 1, 0		0	4
262	2.0	33	33	3/2	3/2	4/2	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
264	2.0	34	34	0	0	4/2	1	1	V6	a	i		V6	V		6					M	1	1	5, 2, 1		1	5
266	2.0	34	34	1/2	1/2	4/2	1	1	V65	a	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
268	2.0	34	34	1	1	4/2	1	1	I	a	i		I	I							M	1	1	0, 4, 1		0	0
270	2.0	34	34	3/2	3/2	4/2	1	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
272	2.0	35	35	0	0	4/2	1	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
274	2.0	35	35	1/2	1/2	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
276	2.0	35	35	1	1	4/2	1	1	IV6(13)	a	i		IV6(13)	IV		6	13				M	1	1	3, 0, -1	2	-1	3
278	2.0	35	35	3/2	3/2	4/2	1	1	iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
280	2.0	36	36	0	0	4/2	1	1	V6/IV	a	i		V6/IV	V		6		IV			M	1	1	4, 1, 0		0	4
282	2.0	36	36	1/2	1/2	4/2	1	1	V65/IV	a	i		V65/IV	V		65		IV			Mm7	1	1	4, 1, -2, 0		0	4
284	2.0	36	36	1	1	4/2	1	1	IV	a	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
286	2.0	36	36	3/2	3/2	4/2	1	1	iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
288	2.0	37	37	0	0	4/2	1	1	I6	a	i		I6	I		6					M	1	1	4, 1, 0		0	4
290	2.0	37	37	1/2	1/2	4/2	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
292	2.0	37	37	1	1	4/2	1	1	IV(9)	a	i		IV(9)	IV			9				M	1	1	-1, 3, 0	1	-1	-1
294	2.0	37	37	3/2	3/2	4/2	1	1	iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
296	2.0	38	38	0	0	4/2	1	1	I6	a	i		I6	I		6					M	1	1	4, 1, 0		0	4
298	2.0	38	38	1/2	1/2	4/2	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
300	2.0	38	38	1	1	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
302	2.0	38	38	3/2	3/2	4/2	1	1	v	a	i		v	v							m	1	1	1, -2, 2		1	1
304	2.0	39	39	0	0	4/2	1	1	I6	a	i		I6	I		6					M	1	1	4, 1, 0		0	4
306	2.0	39	39	1/2	1/2	4/2	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
308	2.0	39	39	1	1	4/2	1	1	#viio6	a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
310	2.0	39	39	3/2	3/2	4/2	1	1	VII6	a	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
312	2.0	40	40	0	0	4/2	1	1	IV6	a	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
314	2.0	40	40	1/2	1/2	4/2	1	1	I	a	i		I	I							M	1	1	0, 4, 1		0	0
316	2.0	40	40	1	1	4/2	1	1	VII	a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
318	2.0	40	40	3/2	3/2	4/2	1	1	V6	a	i		V6	V		6					M	1	1	5, 2, 1		1	5
320	2.0	41	41	0	0	4/2	1	1	I	a	i		I	I							M	1	1	0, 4, 1		0	0
322	2.0	41	41	1/2	1/2	4/2	1	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
324	1.0	41	41	1	1	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
325	5.0	41	41	5/4	5/4	4/2	1	1	V7	a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
330	2.0	42	42	1/2	1/2	4/2	1	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
332	2.0	42	42	1	1	4/2	1	1	V(4)	a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
334	2.0	42	42	3/2	3/2	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
336	2.0	43	43	0	0	4/2	1	1	V(#6)	a	i		V(#6)	V			#6				M	1	1	1, 5, 2	4	1	1
338	2.0	43	43	1/2	1/2	4/2	1	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
340	4.0	43	43	1	1	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
344	2.0	44	44	0	0	4/2	1	1	v(#13)	a	i		v(#13)	v			#13				m	1	1	1, -2, 2	4	1	1
346	2.0	44	44	1/2	1/2	4/2	1	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
348	2.0	44	44	1	1	4/2	1	1	V(4)	a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
350	2.0	44	44	3/2	3/2	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
352	2.0	45	45	0	0	4/2	1	1	I(#6)}	a	i		I(#6)	I			#6			}	M	1	1	0, 4, 1	3	0	0
354	2.0	45	45	1/2	1/2	4/2	1	1	I(6){	a	i		I(6)	I			6			{	M	1	1	0, 4, -4		0	0
356	2.0	45	45	1	1	4/2	1	1	I	a	i		I	I							M	1	1	0, 4, 1		0	0
358	2.0	45	45	3/2	3/2	4/2	1	1	V7/IV	a	i		V7/IV	V		7		IV			Mm7	1	1	0, 4, 1, -2		0	0
360	2.0	46	46	0	0	4/2	1	1	IV64	a	i		IV64	IV		64					M	1	1	0, -1, 3		-1	0
362	2.0	46	46	1/2	1/2	4/2	1	1	iv64	a	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
364	2.0	46	46	1	1	4/2	1	1	I(4)	a	i		I(4)	I			4				M	1	1	0, -1, 1		0	0
366	2.0	46	46	3/2	3/2	4/2	1	1	I	a	i		I	I							M	1	1	0, 4, 1		0	0
368	2.0	47	47	0	0	4/2	1	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
370	4.0	47	47	1/2	1/2	4/2	1	1	v	a	i		v	v							m	1	1	1, -2, 2		1	1
374	2.0	47	47	3/2	3/2	4/2	1	1	iio6	a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
376	2.0	48	48	0	0	4/2	1	1	I6(2)	a	i		I6(2)	I		6	2				M	1	1	4, 1, 2		0	4
378	2.0	48	48	1/2	1/2	4/2	1	1	i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
380	2.0	48	48	1	1	4/2	1	1	V6	a	i		V6	V		6					M	1	1	5, 2, 1		1	5
382	2.0	48	48	3/2	3/2	4/2	1	1	#viio6	a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
384	2.0	49	49	0	0	4/2	1	1	I	a	i		I	I							M	1	1	0, 4, 1		0	0
386	2.0	49	49	1/2	1/2	4/2	1	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
388	2.0	49	49	1	1	4/2	1	1	IV(9)	a	i		IV(9)	IV			9				M	1	1	-1, 3, 0	1	-1	-1
390	2.0	49	49	3/2	3/2	4/2	1	1	ii6	a	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
392	2.0	50	50	0	0	4/2	1	1	V(#13)}{	a	i		V(#13)	V			#13			}{	M	1	1	1, 5, 2	4	1	1
394	2.0	50	50	1/2	1/2	4/2	1	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
396	2.0	50	50	1	1	4/2	1	1	V(4)	a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
398	2.0	50	50	3/2	3/2	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
400	2.0	51	51	0	0	4/2	1	1	V(#6)	a	i		V(#6)	V			#6				M	1	1	1, 5, 2	4	1	1
402	2.0	51	51	1/2	1/2	4/2	1	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
404	4.0	51	51	1	1	4/2	1	1	V	a	i		V	V							M	1	1	1, 5, 2		1	1
408	2.0	52	52	0	0	4/2	1	1	V(#13)	a	i		V(#13)	V			#13				M	1	1	1, 5, 2	4	1	1
410	2.0	52	52	1/2	1/2	4/2	1	1	V(64)	a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
412	2.0	52	52	1	1	4/2	1	1	V(4)	a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
414	10.0	52	52	3/2	3/2	4/2	1	1	V}	a	i		V	V						}	M	1	1	1, 5, 2		1	1
