piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	composed_start	composed_end	composed_source	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	P86 (composer)	composed_start2	composed_end2	wikidata	musicbrainz	viaf	imslp	pdf	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus
12.27_Canzon_dopo_l'Epistola	1: 4/2, 5: 4/4, 19: 8/4, 21: 4/4, 38: 8/4, 39: 4/4, 40: 3/4, 54: 8/4, 55: 4/4, 67: 8/4	1: 0	68	68	298	68	68	298	1908.25	1995	569	0	0	210	C	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa degli Apostoli	10	Canzon dopo l’Epistola	Op.12				1635	2018-11-22	3.02	Microsoft Windows			La Messa degli Apostoli, 10: Canzon dopo l’Epistola	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.27_Canzon_dopo_l'Epistola.mscx	False	40-77 (E2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/d7d60a97-ffa6-423c-93ae-bb73dd798605	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	57-77 (A3-F5)	Organ	40-67 (E2-G4)	Organ	57-77 (A3-F5)	Organ	40-67 (E2-G4)		
12.28_Toccata_avanti_il_Recercar	1: 4/4, 8: 8/4, 9: 4/4, 12: 8/4	1: 0	13	13	64	13	13	64	481	353	100	0	0	60	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa degli Apostoli	11	Toccata avanti il Recercar	Op.12				1635	2018-11-22	3.02	Microsoft Windows			La Messa degli Apostoli, 11: Toccata avanti il Recercar	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.28_Toccata_avanti_il_Recercar.mscx	False	43-76 (G2-E5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/06541ad8-e078-4620-b2b6-1bf31c76d621	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	57-76 (A3-E5)	Organ	43-64 (G2-E4)	Organ	57-76 (A3-E5)	Organ	43-64 (G2-E4)		
12.29_Recercar_cromaticho_post_il_Credo	1: 4/2, 43: 2/2, 44: 4/2	1: 0	70	70	556	70	70	556	3398.5	1487	428	0	0	248	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa degli Apostoli	12	Recercar cromaticho post il Credo	Op.12				1635	2018-11-22	3.02	Microsoft Windows			La Messa degli Apostoli, 12: Recercar cromaticho post il Credo	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.29_Recercar_cromaticho_post_il_Credo.mscx	False	41-78 (F2-F#5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/f9b7c4ba-a640-4d1d-b5c8-828173f740af	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	52-78 (E3-F#5)	Organ	41-64 (F2-E4)	Organ	52-78 (E3-F#5)	Organ	41-64 (F2-E4)		
12.30_Alto_recercar	1: 4/2, 60: 2/2, 61: 4/2	1: -1	81	81	644	81	81	644	4033	1916	570	0	0	319	g	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa degli Apostoli	13	Alto recercar	Op.12				1635	2018-11-22	3.02	Microsoft Windows			La Messa degli Apostoli, 13: Alto recercar	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.30_Alto_recercar.mscx	False	43-77 (G2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/6d10ff6d-356f-477b-9b5e-16593b6418db	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	55-77 (G3-F5)	Organ	43-65 (G2-F4)	Organ	55-77 (G3-F5)	Organ	43-65 (G2-F4)		
12.31_Toccata_per_l'Elevatione	1: 4/2, 9: 2/2, 10: 4/2, 11: 2/2, 23: 4/2, 25: 2/2, 30: 4/2	1: 0	33	33	192	33	33	192	1417.25	914	297	1	0	130	e	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa degli Apostoli	14	Toccata per l'Elevatione	Op.12				1635	2018-11-22	3.02	Microsoft Windows			La Messa degli Apostoli, 14: Toccata per l'Elevatione	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.31_Toccata_per_l'Elevatione.mscx	False	40-77 (E2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/39a66bcd-c993-4d38-9e3c-1d090ac64754	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	56-77 (G#3-F5)	Organ	40-64 (E2-E4)	Organ	56-77 (G#3-F5)	Organ	40-64 (E2-E4)		
12.32_Recercar_con_obligo_del_Basso_come_appare	1: 4/2, 21: 6/2, 22: 4/2	1: 0	64	64	516	64	64	516	3248	1549	457	0	0	219	C	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa degli Apostoli	15	Recercar con obligo del Basso come appare	Op.12				1635	2018-11-22	3.02	Microsoft Windows			La Messa degli Apostoli, 15: Recercar con obligo del Basso come appare	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.32_Recercar_con_obligo_del_Basso_come_appare.mscx	False	41-76 (F2-E5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/aad9f19c-e1c5-42ca-b76a-14e98a83fd86	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	54-76 (F#3-E5)	Organ	41-66 (F2-F#4)	Organ	54-76 (F#3-E5)	Organ	41-66 (F2-F#4)		
12.33_Canzon_quarti_toni_dopo_il_post_Comune	1: 4/4, 16: 8/4, 17: 3/2, 34: 8/4, 37: 4/4	1: 0	58	58	282	58	58	282	1766	1756	540	1	0	208	e	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa degli Apostoli	16	Canzon quarti toni dopo il post Comune	Op.12				1635	2018-11-22	3.02	Microsoft Windows			La Messa degli Apostoli, 16: Canzon quarti toni dopo il post Comune	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.33_Canzon_quarti_toni_dopo_il_post_Comune.mscx	False	40-77 (E2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/5d23ad85-1ddb-46f9-8560-39bc311d2321	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Organ	55-77 (G3-F5)	Organ	40-65 (E2-F4)	Organ	55-77 (G3-F5)	Organ	40-65 (E2-F4)		
12.34_Toccata_avanti_la_Messa_della_Madonna	1: 4/2, 4: 2/2	1: 0	12	12	60	12	12	60	429	390	119	0	0	38	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Madonna	1	Toccata avanti la Messa della Madonna	Op.12				MDCXXXV	2018-11-18	3.02	Microsoft Windows			La Messa della Madonna, 1: Toccata avanti la Messa della Madonna	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.34_Toccata_avanti_la_Messa_della_Madonna.mscx	False	41-77 (F2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/62d77de1-f177-480f-a7f4-dde015d7690f	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Voice		Organ	55-77 (G3-F5)	Organ	41-62 (F2-D4)	Organ	55-77 (G3-F5)	Organ	41-62 (F2-D4)
12.35_Kyrie,_Tema_I	1: 4/2	1: 0	12	12	96	12	12	96	591	250	68	0	0	42	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Madonna	2	Kyrie, Tema I	Op.12				MDCXXXV	2018-11-18	3.02	Microsoft Windows			La Messa della Madonna, 2: Kyrie, Tema I	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.35_Kyrie,_Tema_I.mscx	False	43-77 (G2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/ab40f086-3c2a-46f6-bc11-0f7b4eb04fcc	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Voice		Organ	60-77 (C4-F5)	Organ	43-65 (G2-F4)	Organ	60-77 (C4-F5)	Organ	43-65 (G2-F4)
12.36_Kyrie,_Tema_K	1: 4/2	1: 0	13	13	104	13	13	104	686	352	101	0	0	46	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Madonna	3	Kyrie, Tema K	Op.12				MDCXXXV	2018-11-18	3.02	Microsoft Windows			La Messa della Madonna, 3: Kyrie, Tema K	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.36_Kyrie,_Tema_K.mscx	False	41-77 (F2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/75180d31-a2d1-4229-a695-a51c42286abf	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Voice		Organ	55-77 (G3-F5)	Organ	41-64 (F2-E4)	Organ	55-77 (G3-F5)	Organ	41-64 (F2-E4)
12.37_Christe,_Tema_L	1: 4/2	1: 0	14	14	112	14	14	112	677	354	104	0	0	61	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Madonna	4	Christe, Tema L	Op.12				MDCXXXV	2018-11-18	3.02	Microsoft Windows			La Messa della Madonna, 4: Christe, Tema L	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.37_Christe,_Tema_L.mscx	False	45-74 (A2-D5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/d86cb61e-189c-41c4-8808-dc3d90fa1967	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Voice		Organ	57-74 (A3-D5)	Organ	45-64 (A2-E4)	Organ	57-74 (A3-D5)	Organ	45-64 (A2-E4)
12.38_Christe,_Tema_M	1: 4/2	1: 0	12	12	96	12	12	96	646	310	90	0	0	40	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Madonna	5	Christe, Tema M	Op.12				MDCXXXV	2018-11-18	3.02	Microsoft Windows			La Messa della Madonna, 5: Christe, Tema M	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.38_Christe,_Tema_M.mscx	False	43-77 (G2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/eb31bb76-bb54-47ff-878d-79751ddbae5a	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Voice		Organ	57-77 (A3-F5)	Organ	43-62 (G2-D4)	Organ	57-77 (A3-F5)	Organ	43-62 (G2-D4)
12.39_Kyrie,_Tema_N	1: 4/2	1: 0	12	12	96	12	12	96	570	272	64	0	0	34	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Madonna	6	Kyrie, Tema N	Op.12				MDCXXXV	2018-11-18	3.02	Microsoft Windows			La Messa della Madonna, 6: Kyrie, Tema N	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.39_Kyrie,_Tema_N.mscx	False	43-76 (G2-E5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/6e251035-13b4-4619-81c2-7ee1fe76040c	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Voice		Organ	57-76 (A3-E5)	Organ	43-64 (G2-E4)	Organ	57-76 (A3-E5)	Organ	43-64 (G2-E4)
12.40_Kyrie,_Tema_O	1: 4/2	1: 0	9	9	72	9	9	72	492	312	82	0	0	53	d	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Madonna	7	Kyrie, Tema O	Op.12				MDCXXXV	2018-11-18	3.02	Microsoft Windows			La Messa della Madonna, 7: Kyrie, Tema O	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.40_Kyrie,_Tema_O.mscx	False	45-77 (A2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/e37ac6f0-8af2-47ad-8c5f-13733805a709	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Voice		Organ	57-77 (A3-F5)	Organ	45-64 (A2-E4)	Organ	57-77 (A3-F5)	Organ	45-64 (A2-E4)
12.41_Canzon_dopo_l'Epistola	1: 4/4, 26: 8/4, 27: 4/4, 28: 3/4	1: -1	49	49	178	49	49	178	1105	1229	341	0	0	126	g	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Madonna	8	Canzon dopo l’Epistola	Op.12				MDCXXXV	2018-11-18	3.02	Microsoft Windows			La Messa della Madonna, 8: Canzon dopo l’Epistola	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.41_Canzon_dopo_l'Epistola.mscx	False	41-77 (F2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/02abce1f-079a-4f49-a33a-94bb089e0196	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Voice		Organ	55-77 (G3-F5)	Organ	41-65 (F2-F4)	Organ	55-77 (G3-F5)	Organ	41-65 (F2-F4)
12.42_Recercar_dopo_il_Credo	1: 4/2, 28: 2/2, 29: 4/2	1: -1	46	46	364	46	46	364	2204.5	1186	375	0	0	156	g	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Madonna	9	Recercar dopo il Credo	Op.12				MDCXXXV	2018-11-18	3.02	Microsoft Windows			La Messa della Madonna, 9: Recercar dopo il Credo	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.42_Recercar_dopo_il_Credo.mscx	False	43-77 (G2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/3545d2fe-012f-47af-9407-ee41dee41ae4	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Voice		Organ	55-77 (G3-F5)	Organ	43-65 (G2-F4)	Organ	55-77 (G3-F5)	Organ	43-65 (G2-F4)
12.43_Toccata_avanti_il_Recercar	1: 4/4	1: 0	14	14	56	14	14	56	367	345	142	0	0	38	a	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Madonna	10	Toccata avanti il Recercar	Op.12				MDCXXXV	2018-11-18	3.02	Microsoft Windows			La Messa della Madonna, 10: Toccata avanti il Recercar	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.43_Toccata_avanti_il_Recercar.mscx	False	45-77 (A2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/a0e581f3-6fba-4424-95dc-ca773003f29a	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Voice		Organ	57-77 (A3-F5)	Organ	45-64 (A2-E4)	Organ	57-77 (A3-F5)	Organ	45-64 (A2-E4)
12.44_Recercar_con_obligo_di_cantare_la_quinta_parte_non_senza_toccarla	1: 2/1, 2: 8/1, 3: 4/2	1: 0	59	59	496	59	59	496	3138	1424	390	0	0	202	a	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Madonna	11	Recercar con obligo di cantare la quinta parte non senza toccarla	Op.12				MDCXXXV	2018-11-18	3.02	Microsoft Windows			La Messa della Madonna, 11: Recercar con obligo di cantare la quinta parte non senza toccarla	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.44_Recercar_con_obligo_di_cantare_la_quinta_parte_non_senza_toccarla.mscx	False	33-77 (A1-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/05c313dd-27b7-48e1-bc05-c0535bd982e2	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Voice	57-64 (A3-E4)	Organ	57-77 (A3-F5)	Organ	33-65 (A1-F4)	Organ	57-77 (A3-F5)	Organ	33-65 (A1-F4)
12.45_Toccata_per_l'Elevatione	1: 4/2, 7: 2/2, 16: 4/2, 17: 4/4	1: 0	24	24	124	24	24	124	875.5	567	179	1	0	85	e	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	La Messa della Madonna	12	Toccata per l'Elevatione	Op.12				MDCXXXV	2018-11-18	3.02	Microsoft Windows			La Messa della Madonna, 12: Toccata per l'Elevatione	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.45_Toccata_per_l'Elevatione.mscx	False	43-76 (G2-E5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/261a9473-b4d4-4f03-86a6-334c8a6d1720	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Voice		Organ	53-76 (F3-E5)	Organ	43-64 (G2-E4)	Organ	53-76 (F3-E5)	Organ	43-64 (G2-E4)
12.46_Bergamasca	1: 4/2, 17: 2/2, 18: 3/2, 40: 2/2, 41: 4/4, 42: 8/4, 44: 4/4, 45: 8/4, 47: 4/4, 49: 8/4, 53: 4/4, 54: 3/2, 86: 6/2, 87: 4/4, 88: 8/4, 91: 4/4, 92: 8/4, 94: 4/4, 97: 8/4, 100: 4/4, 107: 12/4, 108: 4/4, 117: 8/4, 118: 4/4	1: 0	124	124	752	124	124	752	4645.83	3230	945	0	0	415	G	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	Bergamasca			Op.12				MDCXXXV	2018-11-18	3.02	Microsoft Windows			Bergamasca	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.46_Bergamasca.mscx	False	43-77 (G2-F5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/c4e8c7f4-1d5b-4883-9254-56f0801c1253	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Voice		Organ	54-77 (F#3-F5)	Organ	43-64 (G2-E4)	Organ	54-77 (F#3-F5)	Organ	43-64 (G2-E4)
12.47_Capriccio_sopra_la_Girolmeta	1: 4/2, 33: 2/2, 34: 3/2, 45: 12/4, 46: 6/4, 47: 4/4, 49: 8/4, 50: 4/4, 68: 8/4, 69: 4/4, 71: 8/4, 72: 4/4, 85: 8/4, 86: 3/4, 94: 6/4	1: 0	102	102	594	102	102	594	3587.5	2562	751	0	0	375	G	1635	1635	Bärenreiter Verlag (https://imslp.org/wiki/Special:ReverseLookup/39823)	Girolamo Frescobaldi	Capriccio sopra la Girolmeta			Op.12				MDCXXXV	2018-11-18	3.02	Microsoft Windows			Capriccio sopra la Girolmeta	from Fiori Musicali	Girolamo Frescobaldi	3.6.2	2.2.2	MS3	MS3/12.47_Capriccio_sopra_la_Girolmeta.mscx	False	40-79 (E2-G5)	Q209212	1635	1635	https://www.wikidata.org/wiki/Q3072749	https://musicbrainz.org/work/583c6d73-028c-4bfe-bfec-9218b81b362e	https://viaf.org/viaf/179864547/	https://imslp.org/wiki/Fiori_Musicali,_Op.12_(Frescobaldi,_Girolamo)	https://imslp.org/wiki/Special:ReverseLookup/39823	Voice		Organ	52-79 (E3-G5)	Organ	40-64 (E2-E4)	Organ	52-79 (E3-G5)	Organ	40-64 (E2-E4)
